SIM,N,SIGMA2,XDIST,METHOD,alpha_hat,beta_hat
159,300,0.5,normal,CS,0.0363771392330755,1.16035054320846
159,300,0.5,normal,Naive,0.0276235977925762,0.719664119423887
159,300,0.5,normal,RC,0.0333157597936616,1.0554486080073
159,300,0.5,normal,True,0.0203258486495101,1.00784759086931
159,300,1,chi-square,CS,0.125571227940682,0.757222214156155
159,300,1,chi-square,Naive,0.16759552036544,0.350866404747271
159,300,1,chi-square,RC,0.100894600517069,0.587326019510347
159,300,1,chi-square,True,0.213831245863024,1.03556172444038
159,300,1,normal,CS,0.23686917054872,1.03405195709689
159,300,1,normal,Naive,0.196779765005717,0.543692315536041
159,300,1,normal,RC,0.216037794368396,0.93634560291704
159,300,1,normal,True,0.0969865931081351,1.13216474065906
160,100,0.5,chi-square,CS,0.281351267242943,3.52444180171225
160,100,0.5,chi-square,Naive,-0.223846548788097,1.27288623893149
160,100,0.5,chi-square,RC,-0.305321629871727,1.57892322004194
160,100,0.5,chi-square,True,-0.248598924978873,1.63439574279056
160,100,0.5,normal,CS,-0.138754385300171,0.965863707909889
160,100,0.5,normal,Naive,-0.148851770744628,0.64912414955229
160,100,0.5,normal,RC,-0.135576624028006,0.931454942548365
160,100,0.5,normal,True,-0.0859815314110729,1.1651643260694
160,100,1,chi-square,CS,0.280543913381452,2.10811770028003
160,100,1,chi-square,Naive,-0.103441101733974,0.631716733315934
160,100,1,chi-square,RC,-0.107349913703886,1.0591520464137
160,100,1,chi-square,True,-0.171754638722928,0.672673517352175
160,100,1,normal,CS,-0.238143140917286,1.42304743281775
160,100,1,normal,Naive,-0.0691300739092959,0.602391489195856
160,100,1,normal,RC,-0.125931728675731,1.15823025828703
160,100,1,normal,True,-0.0833618673779263,1.38109042605464
160,300,0.5,chi-square,CS,-0.0924582572540581,1.162108473481
160,300,0.5,chi-square,Naive,-0.121769620339653,0.707567058506099
160,300,0.5,chi-square,RC,-0.167272500970066,0.904634837330312
160,300,0.5,chi-square,True,-0.169961058940512,1.10909475385837
160,300,0.5,normal,CS,-0.17609211650731,1.1137606287016
160,300,0.5,normal,Naive,-0.160074685787399,0.609630537173316
160,300,0.5,normal,RC,-0.15723014979732,1.02899436952335
160,300,0.5,normal,True,-0.148896726326531,0.967177726790465
160,300,1,chi-square,CS,-3.5701171875,22.7162109375
160,300,1,chi-square,Naive,-0.119361942506426,0.481507283576143
160,300,1,chi-square,RC,-0.185328885165184,0.685848586889271
160,300,1,chi-square,True,-0.127285852421657,0.872168592121459
160,300,1,normal,CS,0.0911991706807515,1.45772807085034
160,300,1,normal,Naive,-0.0565255455414413,0.575964134669204
160,300,1,normal,RC,0.0353259911721955,1.28903528091883
160,300,1,normal,True,-0.0781751027304538,1.16686160029803
161,100,0.5,chi-square,CS,-0.0692541943150741,1.33542368780007
161,100,0.5,chi-square,Naive,-0.0594401959263414,0.810348355624556
161,100,0.5,chi-square,RC,-0.14586448473156,0.968443275494171
161,100,0.5,chi-square,True,-0.0644209048538364,1.25622346626622
161,100,0.5,normal,CS,0.245092160082134,0.447105098681745
161,100,0.5,normal,Naive,0.232122275489344,0.307873854906808
161,100,0.5,normal,RC,0.242954682072687,0.44265790540507
161,100,0.5,normal,True,0.262298158406454,0.67139707144599
161,100,1,chi-square,CS,-0.095621156599687,0.612828478225053
161,100,1,chi-square,Naive,-0.0621070525754778,0.351323165070892
161,100,1,chi-square,RC,-0.114621145436293,0.448231027581046
161,100,1,chi-square,True,-0.0497738400163301,0.66284426557132
161,100,1,normal,CS,0.0980902360536542,1.03157585080083
161,100,1,normal,Naive,0.033634365910798,0.530664716096067
161,100,1,normal,RC,0.0986019601612758,0.967268239850097
161,100,1,normal,True,-0.00624639570515348,1.03139011908298
161,300,0.5,chi-square,CS,0.0699206202013298,1.07704557921744
161,300,0.5,chi-square,Naive,0.0813971101948346,0.563131722961492
161,300,0.5,chi-square,RC,0.0406164984379256,0.659162042925328
161,300,0.5,chi-square,True,0.0935025569211897,0.918880306140981
161,300,0.5,normal,CS,0.277207851317159,0.897656770883518
161,300,0.5,normal,Naive,0.257923698015798,0.587919668268691
161,300,0.5,normal,RC,0.267497118222857,0.850727462517861
161,300,0.5,normal,True,0.262976613483142,0.979667968629088
161,300,1,chi-square,CS,-0.221856409717961,0.836727325480687
161,300,1,chi-square,Naive,-0.15818156859367,0.414624448844896
161,300,1,chi-square,RC,-0.237104640989654,0.581764764240763
161,300,1,chi-square,True,-0.275070936691589,0.976009345427036
161,300,1,normal,CS,-0.304824319101578,1.23975332224428
161,300,1,normal,Naive,-0.265012718563797,0.485810791836484
161,300,1,normal,RC,-0.262841744124159,1.09496265807459
161,300,1,normal,True,-0.206662490292941,0.995123147307367
162,100,0.5,chi-square,CS,-0.093627045599782,1.07333456232517
162,100,0.5,chi-square,Naive,-0.128105551068179,0.581932620568233
162,100,0.5,chi-square,RC,-0.159802863275041,0.69032402313003
162,100,0.5,chi-square,True,-0.0741766562281089,1.19247191110445
162,100,0.5,normal,CS,-0.433598977881429,1.47798533430475
162,100,0.5,normal,Naive,-0.310950593516009,0.841745536527048
162,100,0.5,normal,RC,-0.312329914529696,1.3224198320103
162,100,0.5,normal,True,-0.360564545921182,1.62983805365297
162,100,1,chi-square,CS,-4.0580078125,29.7744140625
162,100,1,chi-square,Naive,-0.488076820525814,0.777449495046622
162,100,1,chi-square,RC,-0.723188696751202,1.15843292664837
162,100,1,chi-square,True,-0.429436427554129,1.6279609094998
162,100,1,normal,CS,0.338533840902818,1.02687587864654
162,100,1,normal,Naive,0.292681798096375,0.519497165683282
162,100,1,normal,RC,0.319609227338832,1.07391033955126
162,100,1,normal,True,0.368938314253152,1.24978320363256
162,300,0.5,chi-square,CS,-5.54833984375,38.66201171875
162,300,0.5,chi-square,Naive,-0.0778312282313763,0.615544431286933
162,300,0.5,chi-square,RC,-0.139377898862851,0.777809061478545
162,300,0.5,chi-square,True,-0.0661455377170373,1.07337985587598
162,300,0.5,normal,CS,-0.267924925343056,1.39070417029106
162,300,0.5,normal,Naive,-0.21242958597273,0.779924161349435
162,300,0.5,normal,RC,-0.275808288449629,1.21805946796895
162,300,0.5,normal,True,-0.226200804253846,1.26458479932526
162,300,1,chi-square,CS,-0.0300148085036039,1.14731242445787
162,300,1,chi-square,Naive,-0.037705469403036,0.378085594937805
162,300,1,chi-square,RC,-0.0845040784848931,0.643496761505721
162,300,1,chi-square,True,0.00623135271719251,0.74424310650972
162,300,1,normal,CS,-0.161013894412179,0.822970871474239
162,300,1,normal,Naive,-0.148733713589361,0.332756474069254
162,300,1,normal,RC,-0.141956965953929,0.737080042190571
162,300,1,normal,True,-0.119261846967797,0.812652968931809
163,100,0.5,chi-square,CS,0.548689654252097,1.56389321970756
163,100,0.5,chi-square,Naive,0.435623467320474,0.749836565841096
163,100,0.5,chi-square,RC,0.378665728075515,1.08081559032343
163,100,0.5,chi-square,True,0.394501677112715,0.6654747413446
163,100,0.5,normal,CS,0.00459737197479916,1.24911285584758
163,100,0.5,normal,Naive,-0.107469113875947,0.734561360988941
163,100,0.5,normal,RC,0.00479693210694868,1.23553835906448
163,100,0.5,normal,True,-0.153885702931413,0.863353241615747
163,100,1,chi-square,CS,0.495851453536426,3.657727931745
163,100,1,chi-square,Naive,0.0823935059117018,0.581298119534042
163,100,1,chi-square,RC,-0.0449638339692791,0.901726330358416
163,100,1,chi-square,True,0.176307283633579,1.20679060347556
163,100,1,normal,CS,-0.0680146215896094,0.965367115164265
163,100,1,normal,Naive,-0.124498709705503,0.512946964080131
163,100,1,normal,RC,-0.0952126189765659,0.835879008746572
163,100,1,normal,True,-0.0396397294618095,1.02886005233167
163,300,0.5,chi-square,CS,0.0599774165800128,1.0092101098463
163,300,0.5,chi-square,Naive,0.0174870439702329,0.584580175875774
163,300,0.5,chi-square,RC,-0.00909870794533286,0.761680438280954
163,300,0.5,chi-square,True,-0.016407668315587,0.929742733757571
163,300,0.5,normal,CS,0.171344169991902,0.903619247334315
163,300,0.5,normal,Naive,0.180850420510958,0.545472098680765
163,300,0.5,normal,RC,0.160274710599142,0.827071667231355
163,300,0.5,normal,True,0.154896110898702,0.860426901837547
163,300,1,chi-square,CS,-0.186856504076547,0.999172486128694
163,300,1,chi-square,Naive,-0.20277779063088,0.453710856734668
163,300,1,chi-square,RC,-0.237950364682973,0.850296220075068
163,300,1,chi-square,True,-0.173173532613742,1.12177321477577
163,300,1,normal,CS,-0.0923341725904939,0.902734092095102
163,300,1,normal,Naive,-0.0276205963335901,0.403969748515626
163,300,1,normal,RC,-0.0697045985074273,0.822724420439237
163,300,1,normal,True,-0.00916526883942311,1.05752081263333
164,100,0.5,chi-square,CS,0.167595004835636,0.577686021868937
164,100,0.5,chi-square,Naive,0.177719221422847,0.375677524132628
164,100,0.5,chi-square,RC,0.152517705787131,0.469965661158816
164,100,0.5,chi-square,True,0.112695436513899,0.705702984420337
164,100,0.5,normal,CS,0.134042478030464,1.31526147031551
164,100,0.5,normal,Naive,0.159460864252533,0.854447719096917
164,100,0.5,normal,RC,0.143803098174153,1.22902227954122
164,100,0.5,normal,True,0.0572756857015768,1.66634811689932
164,100,1,chi-square,CS,-0.139436512386519,0.673916886535564
164,100,1,chi-square,Naive,-0.138291598782495,0.322232458832337
164,100,1,chi-square,RC,-0.164523851581877,0.426258176886787
164,100,1,chi-square,True,-0.139180498161709,0.659043180535379
164,100,1,normal,CS,0.50454146392456,1.08982049458374
164,100,1,normal,Naive,0.319539878925922,0.46390412062035
164,100,1,normal,RC,0.447314149152545,1.06358679761956
164,100,1,normal,True,0.185891312041083,1.38752583423686
164,300,0.5,chi-square,CS,-0.172531837304621,1.11413239904652
164,300,0.5,chi-square,Naive,-0.219880567030891,0.634643378683338
164,300,0.5,chi-square,RC,-0.254580636602862,0.793154803148917
164,300,0.5,chi-square,True,-0.225012301627755,0.919273100964329
164,300,0.5,normal,CS,0.236906187040201,1.02936145679979
164,300,0.5,normal,Naive,0.2108394333746,0.608162273665641
164,300,0.5,normal,RC,0.220188352575317,0.946655982222864
164,300,0.5,normal,True,0.214034230598519,0.956941755057934
164,300,1,chi-square,CS,0.275803319420123,1.19725471839769
164,300,1,chi-square,Naive,0.245576235956113,0.523556906316869
164,300,1,chi-square,RC,0.170204690741251,0.724345493076682
164,300,1,chi-square,True,0.258203141386479,1.24794015287121
164,300,1,normal,CS,-0.160388255522382,0.690108099133118
164,300,1,normal,Naive,-0.202732648933582,0.353034592962606
164,300,1,normal,RC,-0.163539238557902,0.611649967004034
164,300,1,normal,True,-0.231850874979117,0.908512073925071
165,100,0.5,chi-square,CS,-0.499777329369225,1.11804868239557
165,100,0.5,chi-square,Naive,-0.461640550412392,0.658570990975143
165,100,0.5,chi-square,RC,-0.506877745530313,0.874484727718285
165,100,0.5,chi-square,True,-0.366617349659593,0.933462710855781
165,100,0.5,normal,CS,0.379527748629673,0.961635147650317
165,100,0.5,normal,Naive,0.326965737528596,0.575230419476853
165,100,0.5,normal,RC,0.371068927714786,0.953828364866601
165,100,0.5,normal,True,0.352092202783818,1.2918243469011
165,100,1,chi-square,CS,0.0579747447820145,0.979935734777062
165,100,1,chi-square,Naive,0.0914751593343941,0.487042647441004
165,100,1,chi-square,RC,-0.00495724155051627,0.799644855239275
165,100,1,chi-square,True,-0.0684504567640253,1.37995220889531
165,100,1,normal,CS,-0.740676231630202,1.49061685007664
165,100,1,normal,Naive,-0.525433571726579,0.494923990056827
165,100,1,normal,RC,-0.64140456026084,1.19156962726541
165,100,1,normal,True,-0.562290754589354,1.13004675932103
165,300,0.5,chi-square,CS,-0.128668320409869,0.926396391543827
165,300,0.5,chi-square,Naive,-0.135346206709582,0.601384286706366
165,300,0.5,chi-square,RC,-0.175816034883416,0.726454817910486
165,300,0.5,chi-square,True,-0.106553856594135,1.12627709983734
165,300,0.5,normal,CS,5.95007324218751,44.3211181640625
165,300,0.5,normal,Naive,-0.0136109981476123,0.761239614746593
165,300,0.5,normal,RC,-0.0414844917468934,1.17226192248967
165,300,0.5,normal,True,-0.00441853638122754,1.25552387511814
165,300,1,chi-square,CS,-0.00923375517757409,1.0655421865826
165,300,1,chi-square,Naive,0.0408412640729139,0.415495230689242
165,300,1,chi-square,RC,-0.046889531893258,0.678585650321751
165,300,1,chi-square,True,0.0607861293693347,1.04698830494993
165,300,1,normal,CS,-0.0295543483678682,0.697207825013238
165,300,1,normal,Naive,-0.0683066484303727,0.353321398430191
165,300,1,normal,RC,-0.0276473642505392,0.676477857549432
165,300,1,normal,True,-0.0572172066831358,1.06281069724403
166,100,0.5,chi-square,CS,0.0867104750760483,0.816598507078984
166,100,0.5,chi-square,Naive,0.0666440931810455,0.467697461230802
166,100,0.5,chi-square,RC,0.0516903219875547,0.683619838146751
166,100,0.5,chi-square,True,0.0840707637244249,0.861341446179061
166,100,0.5,normal,CS,0.245280236668288,1.2246515418958
166,100,0.5,normal,Naive,0.163508135493996,0.788742206933115
166,100,0.5,normal,RC,0.192698218838834,1.18467598200476
166,100,0.5,normal,True,0.221800816063455,0.898774611179263
166,100,1,chi-square,CS,-0.872656250000002,25.921875
166,100,1,chi-square,Naive,0.262918533173365,0.715161310630348
166,100,1,chi-square,RC,0.317364220563371,1.35138376900347
166,100,1,chi-square,True,0.120879375503811,1.41335359962797
166,100,1,normal,CS,-0.221039428410931,0.668183897344787
166,100,1,normal,Naive,-0.229006481184527,0.337155778104465
166,100,1,normal,RC,-0.205137046171962,0.651433487253741
166,100,1,normal,True,-0.323544526350527,1.08113962988174
166,300,0.5,chi-square,CS,-0.0498375371841109,0.807628145715785
166,300,0.5,chi-square,Naive,-0.0426164935960883,0.510264560540255
166,300,0.5,chi-square,RC,-0.0821791995732666,0.633685206270729
166,300,0.5,chi-square,True,-0.0328258628342009,0.866864496521586
166,300,0.5,normal,CS,-0.115353282442761,1.18143312278563
166,300,0.5,normal,Naive,-0.106228101166801,0.672770808289163
166,300,0.5,normal,RC,-0.0869253111199278,1.03962191181883
166,300,0.5,normal,True,-0.0917975849080161,1.17088918270961
166,300,1,chi-square,CS,0.699023437500002,23.2517578125
166,300,1,chi-square,Naive,-0.0634193458376269,0.57771993192393
166,300,1,chi-square,RC,-0.181211990013797,0.905604799146433
166,300,1,chi-square,True,-0.063923095569386,1.53011076405534
166,300,1,normal,CS,0.048042362262035,1.39441086715251
166,300,1,normal,Naive,-0.00508937997404341,0.568720639047667
166,300,1,normal,RC,0.064918470386436,1.08536951180623
166,300,1,normal,True,-0.0626962479653702,0.86480033164985
167,100,0.5,chi-square,CS,2.31282958984375,33.1825317382813
167,100,0.5,chi-square,Naive,-0.178545941980261,0.863655378956647
167,100,0.5,chi-square,RC,-0.283677087441324,1.22457244528215
167,100,0.5,chi-square,True,-0.146332166971209,1.63344958024792
167,100,0.5,normal,CS,0.00865499362143489,0.356756268056552
167,100,0.5,normal,Naive,0.00525474778999492,0.19357129485739
167,100,0.5,normal,RC,0.00966239533757214,0.349732151438155
167,100,0.5,normal,True,0.00323824225103494,0.822931805466
167,100,1,chi-square,CS,0.226689559349158,0.641628018267644
167,100,1,chi-square,Naive,0.185265333821488,0.287153624268229
167,100,1,chi-square,RC,0.166916896295197,0.41226979070973
167,100,1,chi-square,True,0.119675154445272,0.551877188152834
167,100,1,normal,CS,-0.259148946723907,0.635822072736427
167,100,1,normal,Naive,-0.297434078898013,0.294403993734549
167,100,1,normal,RC,-0.25870390683456,0.596082807840203
167,100,1,normal,True,-0.372199955665481,0.743551822341382
167,300,0.5,chi-square,CS,-0.0145878734672251,1.18200144420861
167,300,0.5,chi-square,Naive,-0.0413257475976476,0.639557741452911
167,300,0.5,chi-square,RC,-0.0862141635443516,0.786551619420699
167,300,0.5,chi-square,True,-0.0125739050041636,0.94724007993817
167,300,0.5,normal,CS,0.225815684752875,0.882416736821698
167,300,0.5,normal,Naive,0.210630283270817,0.510894219373782
167,300,0.5,normal,RC,0.204930431230446,0.801230777443898
167,300,0.5,normal,True,0.206972117408988,0.903324259025793
167,300,1,chi-square,CS,0.134970037405777,0.764401340963271
167,300,1,chi-square,Naive,0.140373492577126,0.325456664540344
167,300,1,chi-square,RC,0.097861886478334,0.475697061118002
167,300,1,chi-square,True,0.214674763576403,1.07599189335928
167,300,1,normal,CS,0.0613343914882379,1.41973174217204
167,300,1,normal,Naive,0.157267792078717,0.56283868776764
167,300,1,normal,RC,0.105517666044994,1.08363121947277
167,300,1,normal,True,0.141585268654924,1.00769692444111
168,100,0.5,chi-square,CS,0.347397934341812,2.08076543378191
168,100,0.5,chi-square,Naive,0.107885109736406,0.774186653229059
168,100,0.5,chi-square,RC,0.0508019085165659,0.938769558812029
168,100,0.5,chi-square,True,0.113787403965537,1.10874979493218
168,100,0.5,normal,CS,-0.0821340231500863,0.949767213627946
168,100,0.5,normal,Naive,-0.0515318147843024,0.608373041289787
168,100,0.5,normal,RC,-0.0754058268271396,0.860253824029008
168,100,0.5,normal,True,0.0287452758175122,0.942918816045858
168,100,1,chi-square,CS,-6.86640625,24.01953125
168,100,1,chi-square,Naive,-0.102336439765042,0.554639877329025
168,100,1,chi-square,RC,-0.180417963160527,0.874136040085268
168,100,1,chi-square,True,0.0435844660225009,1.12996984139931
168,100,1,normal,CS,-0.0573769166459073,0.779484126206988
168,100,1,normal,Naive,0.000829356920974397,0.428827230690338
168,100,1,normal,RC,-0.0713433719184349,0.77859782955946
168,100,1,normal,True,0.0112475166011245,0.745200639237618
168,300,0.5,chi-square,CS,0.225812684069232,1.25857644604672
168,300,0.5,chi-square,Naive,0.155582528707044,0.640787798675255
168,300,0.5,chi-square,RC,0.113783427710768,0.777709865761099
168,300,0.5,chi-square,True,0.160591247622027,1.13844953472377
168,300,0.5,normal,CS,-0.0928454641159259,1.10318759240462
168,300,0.5,normal,Naive,-0.0963155287572788,0.719437707759343
168,300,0.5,normal,RC,-0.0847605266178804,1.04742076716322
168,300,0.5,normal,True,-0.183909381500744,1.37218644300107
168,300,1,chi-square,CS,-0.0839471124902405,0.840975767469086
168,300,1,chi-square,Naive,-0.0663150405018924,0.397241535973259
168,300,1,chi-square,RC,-0.119842551224205,0.663812404061584
168,300,1,chi-square,True,-0.0630155348167895,0.92249275460767
168,300,1,normal,CS,0.275985807725262,0.89186993741051
168,300,1,normal,Naive,0.147869411457786,0.431647002405513
168,300,1,normal,RC,0.245952953918314,0.840516760082634
168,300,1,normal,True,0.190565933730168,1.2351866812709
169,100,0.5,chi-square,CS,-0.181477368305469,1.24574806388208
169,100,0.5,chi-square,Naive,-0.0965103665678297,0.706107257252956
169,100,0.5,chi-square,RC,-0.20292790747761,0.968178651519337
169,100,0.5,chi-square,True,0.00487986897772644,0.695425312590792
169,100,0.5,normal,CS,-0.149414718686349,1.62080587333205
169,100,0.5,normal,Naive,-0.189944726156349,0.849828320920593
169,100,0.5,normal,RC,-0.172462194716827,1.18795961903868
169,100,0.5,normal,True,-0.209963250006881,1.22837263686203
169,100,1,chi-square,CS,1.22412109375,24.12158203125
169,100,1,chi-square,Naive,-0.128712901180976,0.475892972619782
169,100,1,chi-square,RC,-0.262879748901288,0.80026154232167
169,100,1,chi-square,True,0.0209003634886674,1.49259036790409
169,100,1,normal,CS,0.074312152708076,1.32205770416067
169,100,1,normal,Naive,0.154999122877212,0.644733194508555
169,100,1,normal,RC,0.092813910101068,1.13594680284549
169,100,1,normal,True,0.154987184888682,0.886211878358361
169,300,0.5,chi-square,CS,0.468110018082078,1.1593180794287
169,300,0.5,chi-square,Naive,0.399326716170724,0.643886883905686
169,300,0.5,chi-square,RC,0.355003868662615,0.830232457624312
169,300,0.5,chi-square,True,0.440036466226225,1.30752884099141
169,300,0.5,normal,CS,-0.079209769008625,1.21164759921471
169,300,0.5,normal,Naive,-0.0526457572045976,0.778261212602856
169,300,0.5,normal,RC,-0.0877374176006835,1.09820319361489
169,300,0.5,normal,True,-0.115304572908049,1.12004491868386
169,300,1,chi-square,CS,0.344220340051209,1.78004586960465
169,300,1,chi-square,Naive,0.0854349394518153,0.666429578823401
169,300,1,chi-square,RC,-0.00896477053659755,1.00738248658068
169,300,1,chi-square,True,0.0253223822891792,1.00247410172007
169,300,1,normal,CS,-0.478085352787731,3.6564728818378
169,300,1,normal,Naive,0.0133824899261812,0.622420388482785
169,300,1,normal,RC,0.0285417308560548,1.38899661339162
169,300,1,normal,True,-0.0389008478497112,1.18997553825817
170,100,0.5,chi-square,CS,18.7176147460938,36.5539184570313
170,100,0.5,chi-square,Naive,0.448632326190663,1.02631151543501
170,100,0.5,chi-square,RC,0.375240503070248,1.21302010711924
170,100,0.5,chi-square,True,0.712310363383448,2.71277871213363
170,100,0.5,normal,CS,0.0970555113370357,0.764526182244194
170,100,0.5,normal,Naive,0.0863476293267932,0.493798301503221
170,100,0.5,normal,RC,0.0834265583372216,0.720801373056811
170,100,0.5,normal,True,0.139944092287495,0.788475274096109
170,100,1,chi-square,CS,-15.71328125,29.67890625
170,100,1,chi-square,Naive,-0.276212209087215,0.556445897880776
170,100,1,chi-square,RC,-0.420027646953694,0.839199922463888
170,100,1,chi-square,True,-0.273621366588753,0.940637206967629
170,100,1,normal,CS,0.183053673868467,0.776369298147518
170,100,1,normal,Naive,0.254422782838821,0.404059866582569
170,100,1,normal,RC,0.176731010002804,0.733170912570033
170,100,1,normal,True,0.296231988447536,0.906641150294785
170,300,0.5,chi-square,CS,0.00489758856220161,0.854259795881959
170,300,0.5,chi-square,Naive,0.0252555990964215,0.498303162731712
170,300,0.5,chi-square,RC,-0.00929992000999916,0.594797717300132
170,300,0.5,chi-square,True,0.0611154558710446,0.892933701229734
170,300,0.5,normal,CS,-0.028053038329001,0.895515292363439
170,300,0.5,normal,Naive,-0.0526042520381813,0.56549455489119
170,300,0.5,normal,RC,-0.0267178442594432,0.860162873575272
170,300,0.5,normal,True,-0.0270127711349175,1.00044005964914
170,300,1,chi-square,CS,0.160224458217487,1.33899082033046
170,300,1,chi-square,Naive,0.029082676191076,0.523087133311048
170,300,1,chi-square,RC,-0.0200780986431683,0.82922660881869
170,300,1,chi-square,True,-0.00890602849070656,1.01009208695399
170,300,1,normal,CS,-0.135029423405447,1.2755268781218
170,300,1,normal,Naive,-0.114266508104449,0.543895219992603
170,300,1,normal,RC,-0.144734373332598,1.20559143359801
170,300,1,normal,True,-0.131032653454323,1.17215415256758
171,100,0.5,chi-square,CS,-0.231036130699865,0.700420790562711
171,100,0.5,chi-square,Naive,-0.224768656950737,0.492330610322687
171,100,0.5,chi-square,RC,-0.257351908833133,0.570795595113766
171,100,0.5,chi-square,True,-0.216582340607853,0.860556346928247
171,100,0.5,normal,CS,0.00698384752106819,0.568862512392791
171,100,0.5,normal,Naive,0.00432648565005798,0.392299043388259
171,100,0.5,normal,RC,0.00647452136883276,0.562481943828442
171,100,0.5,normal,True,0.0574565902148655,0.921276623234648
171,100,1,chi-square,CS,0.394140625000002,21.323046875
171,100,1,chi-square,Naive,-0.196020507444858,0.52016364684976
171,100,1,chi-square,RC,-0.310989268893286,0.83353093016123
171,100,1,chi-square,True,-0.264361285947689,1.19506707230326
171,100,1,normal,CS,-0.249399423647873,0.492510689662189
171,100,1,normal,Naive,-0.205081733117559,0.237580957620231
171,100,1,normal,RC,-0.248575093720266,0.491849009553755
171,100,1,normal,True,-0.205587894707315,0.607133076356122
171,300,0.5,chi-square,CS,-0.0823267000737313,1.60877997883355
171,300,0.5,chi-square,Naive,-0.15307740776416,0.742422930350366
171,300,0.5,chi-square,RC,-0.215032287619892,0.924371898392501
171,300,0.5,chi-square,True,-0.13083579509455,1.07092035467378
171,300,0.5,normal,CS,0.175292646189592,1.1221628714363
171,300,0.5,normal,Naive,0.191533412905394,0.668342040119942
171,300,0.5,normal,RC,0.173395193665584,1.00119234900388
171,300,0.5,normal,True,0.213767810484553,1.16727733697453
171,300,1,chi-square,CS,0.231324877151204,3.37037963756382
171,300,1,chi-square,Naive,-0.205761763649271,0.648635769788765
171,300,1,chi-square,RC,-0.284257932143232,0.962360610317275
171,300,1,chi-square,True,-0.121082506957099,1.46034848471346
171,300,1,normal,CS,-0.111769231833851,0.726164965560126
171,300,1,normal,Naive,-0.088275591748276,0.336262501492843
171,300,1,normal,RC,-0.104658733932317,0.649789068493519
171,300,1,normal,True,-0.145076715169648,0.67054017992609
172,100,0.5,chi-square,CS,0.152449563086457,0.996085361237784
172,100,0.5,chi-square,Naive,0.137783293247918,0.730689262105661
172,100,0.5,chi-square,RC,0.0716369310353288,0.825142833109036
172,100,0.5,chi-square,True,0.105809883392051,0.77769276352575
172,100,0.5,normal,CS,14.5498840332031,32.8123962402344
172,100,0.5,normal,Naive,0.779304717804858,0.976650341152618
172,100,0.5,normal,RC,0.745464120170109,1.60699581756755
172,100,0.5,normal,True,0.671126328673144,1.1193114993701
172,100,1,chi-square,CS,0.212817023827098,0.545877119081653
172,100,1,chi-square,Naive,0.214440556077042,0.311257369121347
172,100,1,chi-square,RC,0.189658969823333,0.466256053932294
172,100,1,chi-square,True,0.173626547706757,0.78209222968024
172,100,1,normal,CS,4.68955078125,26.85380859375
172,100,1,normal,Naive,0.217972602372715,0.492171458167772
172,100,1,normal,RC,0.307036821607452,1.47578916453665
172,100,1,normal,True,0.179181700170795,0.877526280256283
172,300,0.5,chi-square,CS,0.175271426219508,0.763056787050737
172,300,0.5,chi-square,Naive,0.166432069830073,0.476787398627814
172,300,0.5,chi-square,RC,0.134087746214652,0.565687842434977
172,300,0.5,chi-square,True,0.200067564608882,0.942192357171975
172,300,0.5,normal,CS,-0.00157690261525959,1.10112461171112
172,300,0.5,normal,Naive,-0.0205099248879429,0.712069297670616
172,300,0.5,normal,RC,-0.0106679670642433,1.01589440114444
172,300,0.5,normal,True,0.00486586354475343,0.944445359568847
172,300,1,chi-square,CS,0.309824909425136,0.725085822265188
172,300,1,chi-square,Naive,0.290409939734561,0.368902019260172
172,300,1,chi-square,RC,0.248606357822833,0.52925677565726
172,300,1,chi-square,True,0.301981496461082,1.21751753126379
172,300,1,normal,CS,-0.0451364712010643,1.06759844869611
172,300,1,normal,Naive,-0.0941252732488484,0.549988126002103
172,300,1,normal,RC,-0.0630314224563324,0.998955313586631
172,300,1,normal,True,-0.108317712687649,1.00324387704795
173,100,0.5,chi-square,CS,0.0217897393893791,0.76576184965409
173,100,0.5,chi-square,Naive,0.0128948307239636,0.456768844640207
173,100,0.5,chi-square,RC,-0.0137335661301617,0.561893284760415
173,100,0.5,chi-square,True,-0.0100616937629996,0.625595652395821
173,100,0.5,normal,CS,0.132754956849089,1.02343153291788
173,100,0.5,normal,Naive,0.119465401206309,0.672912395897592
173,100,0.5,normal,RC,0.131019034562229,0.954712584913635
173,100,0.5,normal,True,0.0734975080761595,1.33972514594709
173,100,1,chi-square,CS,-0.206791701998192,2.656029680902
173,100,1,chi-square,Naive,-0.233122280082102,0.661827122703222
173,100,1,chi-square,RC,-0.337393920613173,1.1650460706411
173,100,1,chi-square,True,-0.131511182077108,1.13917645611452
173,100,1,normal,CS,-0.112331110195972,1.68941224992826
173,100,1,normal,Naive,-0.113254061627204,0.779131394386623
173,100,1,normal,RC,-0.0678695373622553,1.80455340961336
173,100,1,normal,True,-0.371416395062812,1.62455040536288
173,300,0.5,chi-square,CS,-0.0384042987584701,0.935775284442517
173,300,0.5,chi-square,Naive,-0.0382004148674905,0.569270720042243
173,300,0.5,chi-square,RC,-0.0770210247088616,0.761295410703783
173,300,0.5,chi-square,True,-0.014970970768617,1.03537860246982
173,300,0.5,normal,CS,-0.054859030291653,0.936513551798665
173,300,0.5,normal,Naive,-0.0540247230938149,0.592278220389989
173,300,0.5,normal,RC,-0.0431290170840275,0.86005949396362
173,300,0.5,normal,True,-0.0779450925734515,0.918983997108927
173,300,1,chi-square,CS,-0.0512309587511217,1.6063046163501
